FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMAS_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,LONG,LAT,OID
251436338,0,30414,ROBO A CASA,7,24/07/2025,30,4,5,FRACCIONAMIENTO,STACIA,1013,1013,CALLE,TESEO,NA,NA,"105,,,",CALLE,GEA,7,0,0,14,17:00-20:00,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"15,28","joyeria, dinero",10000,40000,Falso,1,1,0,-102.30391,21.9703529,1352
251437001,0,30414,ROBO A CASA,7,25/07/2025,30,5,11,LOCALIDAD,EX-VIÑEDOS GUADALUPE,1307,1307,CALLE,VIÑEDOS MARQUITOS,NA,NA,"326,A,,",CALLE,VIÑEDOS RIBIER,7,1,23,25,01:23 a. m.,4,NO,Verdadero,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,6,0,-102.27753,21.9588903,1353
251437412,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,26,CALLE,REINAS DE LA FERIA,NA,NA,"248,,,",CALLE,MARIA LUISA MIER MADRAZO,4,4,20,6,04:20 a. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,0,Verdadero,1,10,0,-102.25682,21.8992948,1354
251437994,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,634,CALLE,KALAMARIA,NA,NA,"210,D,,",CALLE,MAURITANIA,5,0,0,15,19:00-05:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,18,tanque de gas,0,0,Falso,1,1,0,-102.26911,21.8095759,1355
251437552,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,CORONEL JOSE FERRERO,NA,NA,"338,,,",CALLE,JOSE MARIA BOCANEGRA,2,0,0,26,05:27 a. m.,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,triciclo,0,0,Verdadero,1,10,0,-102.32445,21.8536667,1356
251453238,0,50301,ROBO A CASA,7,26/07/2025,30,6,1,ZONA,ZONA CENTRO,501,501,CALLE,PEDRO PARGA,NA,NA,4,PRIVADA,CATALINA DE AYAL1A,1,0,0,5,00:00-05:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,100000,Falso,1,1,0,-102.28992,21.8864385,1357
251437001,0,30414,ROBO A CASA,7,25/07/2025,30,5,11,LOCALIDAD,EX-VIÑEDOS GUADALUPE,1307,1307,CALLE,VIÑEDOS MARQUITOS,NA,NA,"326,A,,",AVENIDA,FERROCARRIL,7,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,20,0,-102.27758,21.9589225,1358
251440945,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,153,CALLE,SIERRA DEL HUMO,NA,NA,"422,,,",CALLE,SAN JUAN,6,0,0,5,00:00-05:59,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"11,14","herramienta, bicicleta",0,1500,Falso,1,1,0,-102.30652,21.9144348,1359
251441266,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,CONJUNTO HABITACIONAL,VILLA TAURINA,390,390,CALLE,MARIANO SALAS 130,NA,NA,",,,C,",CALLE,MARIANO SALAS,5,0,0,9,07:00-19:55,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,4500,Falso,"1,23",1,4542,-102.24809,21.8594839,1360
251441436,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,FRACCIONAMIENTO,LAS CUMBRES,218,218,CALLE,LOS ARBOLITOS,NA,NA,"229,,,",CALLE,MA GUADALUPE RUIZ DE CHAVEZ PINALES,3,0,0,10,07:00-20:20,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"2,15","computo, joyeria",0,20000,Falso,1,1,0,-102.26373,21.9106607,1361
251442620,0,30414,ROBO A CASA,7,25/07/2025,30,5,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,MONTE VISON,NA,NA,"420,,,",CALLE,FRANCISCO DE J HERRERA L,3,23,39,24,11:39 p. m.,4,NO,Verdadero,Falso,9,ninguna,4 HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,CARRITO DE MANDADO,N,NO,"1,5,11","pantalla, equipo de sonido, herramienta",0,0,Falso,1,8,0,-102.25496,21.9439298,1362
251444915,0,30414,ROBO A CASA,7,26/07/2025,30,6,5,CONDOMINIO,RUISEÑORES,1022,1022,CIRCUITO,HALCON,NA,NA,"236,,,",CIRCUITO,HALCON,7,0,0,6,00:00-08:40,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"1,11,14","pantalla, herramienta, bicicleta",0,11300,Falso,1,1,0,-102.32966,21.9665966,1363
251445326,0,30413,ROBO A CASA,7,26/07/2025,30,6,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,210,CALLE,SIERRA DE TLAXCO,NA,NA,"208,,,",CALLE,MONTE DE LAS CRUCES,3,9,52,20,09:52 a. m.,9,NO,Falso,Verdadero,3,contusa,"2 HOMBRES MORENO ALTO, ESTATURA BAJA",ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,5,equipo de sonido,0,0,Falso,1,1,0,-102.25767,21.9101098,1364
251445361,0,30414,ROBO A CASA,7,26/07/2025,30,6,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,256,CALLE,PIRUL,NA,NA,"105,,,",AVENIDA,JACARANDAS,5,0,15,25,12:15 a. m.,9,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,0,Falso,1,1,0,-102.2719,21.8740925,1365
251446508,0,30414,ROBO A CASA,7,26/07/2025,30,6,1,FRACCIONAMIENTO,LOS LAURELES II,531,531,CIRCUITO,EL LAUREL NORTE,NA,NA,"230,,,",CIRCUITO,EL LAUREL ORIENTE,4,11,0,20,11:00 a. m.,5,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,"pantalla, dvd",0,0,Falso,1,1,0,-102.23866,21.9049571,1366
251448202,0,50305,ROBO A CASA,7,26/07/2025,30,7,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,CORONEL VALENTE ARTEAGA,NA,NA,"213,,,",CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,1,0,25,01:00 a. m.,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,1,0,-102.32538,21.8557623,1367
251448404,0,30414,ROBO A CASA,7,26/07/2025,30,6,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,JOSE ISABEL ROBLES,NA,NA,"114,,,",CALLE,DOROTEO ARANGO,2,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,10,acabados,0,0,Falso,1,1,0,-102.30386,21.8525813,1368
251451029,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,FRACCIONAMIENTO,TROJES DEL SOL,136,136,CALLE,ARROYO DEL MOLINO,NA,NA,2011,AVENIDA,ARROYO DEL MOLINO,6,0,0,12,18:00-00:30,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"15,17,26,27,28","joyeria, caja fuerte, bolsa, documentos, dinero",65000,90000,Falso,1,1,0,-102.31673,21.9339858,1369
251451239,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,416,CALLE,RIO CAZONES,NA,NA,"112,,,",CALLE,RIO BALSAS,3,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,28","pantalla, dinero",4000,4000,Falso,1,1,0,-102.24398,21.9377678,1370
251452491,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,CONDOMINIO,RINCON ANDALUZ,375,375,CIRCUITO,RINCON ANDALUZ SURESTE,NA,NA,"229,,,",CALLE,PRESA EL JOCOQUI,6,0,0,12,18:00-03:55,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"15,17,28,27","joyeria, caja fuerte, dinero, documentos",116000,176000,Falso,"1,23",1,4543,-102.332,21.91771,1371
251454859,0,30414,ROBO A CASA,7,26/07/2025,30,6,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,210,CALLE,SIERRA DEL PARNASO,NA,NA,"314,,,",CALLE,SIERRA DE HUAUTLA,3,0,0,4,19:00-23:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,SI1,"22,23","autoestereo, sonido de auto",0,0,Falso,"1,23",1,0,-102.25162,21.909885,1372
251455111,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,ATANACIO RODRIGUEZ RAMIREZ,NA,NA,"106,,,",CALLE,FRANCISCO DE J HERRERA L,3,14,55,21,02:55 p. m.,4,NO,Falso,Falso,9,ninguna,EXPAREJA,FERANANDO DELGADO REYES 24 AÑOS,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,"15,28","joyeria, dinero",4000,4000,Falso,1,1,0,-102.26469,21.9365794,1373
251455239,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,BARRIO,BARRIO SAN MARCOS,85,85,CALLE,AZTECA,NA,NA,"142,,,",CALLE,EMILIANO ZAPATA,1,0,0,9,10:00-15:40,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"2,28","computo, dinero",2000,3200,Falso,"1,23",1,4544,-102.30554,21.8822391,1374
251455282,0,30414,ROBO A CASA,7,27/07/2025,30,8,11,FRACCIONAMIENTO,SAN JOSE DE BUENAVISTA,1311,1311,AVENIDA,REVOLUCION,NA,NA,"206,B,,",CALLE,DECRETO 30 DE ENERO DE 1992,7,0,0,18,dias solo,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"11,15","herramienta, joyeria",0,40000,Falso,1,1,0,-102.2721,22.071337,1375
251456377,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,220,CALLE,MARIA DEL CARMEN MARTIN DEL CAMPO,NA,NA,"251,,,",BOULEVARD,GUADALUPANO,3,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,HIJO,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,1,pantalla,0,0,Falso,1,11,0,-102.24961,21.9139341,1376
251460287,0,30414,ROBO A CASA,7,28/07/2025,31,1,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,MARIA GUADALUPE TORRES ESCALANTE,NA,NA,"216,,,",CALLE,PAULA DE JESUS JIMENEZ YAÑEZ,4,0,0,15,19:00-05:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"26,28","bolsa, dinero",4000,4000,Falso,1,1,0,-102.25656,21.9035006,1377
251460466,0,30414,ROBO A CASA,7,28/07/2025,31,1,1,SUBDIVISION,AGRICULTURA,519,519,CALLE,REPUBLICA DE URUGUAY,NA,NA,"1907,,11,",PRIVADA,VILLAS DE CALIFORNIA,2,4,30,26,04:30 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,"13,14","jugueteria, bicicleta",0,2900,Falso,1,1,0,-102.29616,21.8620024,1378
251461557,0,30414,ROBO A CASA,7,28/07/2025,31,1,1,FRACCIONAMIENTO,EL SOL,244,244,CALLE,PINO,NA,NA,"503,,,",CALLE,INGENIERO TOMAS MEDINA UGARTE PONIENTE,6,11,45,20,11:45 a. m.,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"8,9,18","electrodomesticos, mobiliario, tanque de gas",0,0,Falso,1,1,0,-102.29626,21.8959934,1379
251461994,0,30414,ROBO A CASA,7,28/07/2025,31,8,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,PICO DE VALDEMADERA,NA,NA,"515,B,,",CALLE,PEÑA DE FRANCIA,3,0,0,1,dias solo,4,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,9,mobiliario,0,0,Falso,1,1,0,-102.26743,21.9410251,1380
251462052,0,30414,ROBO A CASA,7,27/07/2025,30,7,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,491,491,CALLE,JOSE MARIA MAYTORENA,NA,NA,"412,,,",CALLE,GENERAL JULIAN MEDINA,2,4,20,26,04:20 a. m.,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"3,5,6,28,31,40","celular, equipo de sonido, tecnologia, dinero, mochila, tarjeta",1600,1600,Falso,1,1,0,-102.30264,21.8464328,1381
251474572,0,30414,ROBO A CASA,7,29/07/2025,31,2,1,FRACCIONAMIENTO,LOS BOSQUES,298,298,CALLE,SIERRA MADRE ORIENTAL,NA,NA,"407,,,",CALLE,SAN JULIAN,6,0,0,20,10:40 a. m.,4,NO,Falso,Falso,9,ninguna,3 HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,NO,14,bicicleta,0,20000,Falso,"1,23",1,4551,-102.30747,21.9207324,1382
251476038,0,30414,ROBO A CASA,7,30/07/2025,31,3,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,PICO DE VALDEMADERA,NA,NA,"505,C,,",CALLE,PEÑA DE FRANCIA,3,0,0,22,17:00-17:20,3,NO,Falso,Falso,9,ninguna,PAREJA,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,1,pantalla,0,15000,Falso,"1,23",1,4552,-102.26732,21.9407138,1383
251476396,0,30414,ROBO A CASA,7,30/07/2025,31,3,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,930,CALLE,PASEOS DE GOMEZ PORTUGAL,NA,NA,"312,,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,0,0,22,04:00 p. m.,9,NO,Falso,Falso,9,ninguna,EXPAREJA,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,"1,5,15,27,28","pantalla, equipo de sonido, joyeria, documentos, dinero",10000,31000,Falso,1,1,0,-102.29946,21.9695154,1384
251477439,0,30446,ROBO A CASA,7,30/07/2025,31,3,1,FRACCIONAMIENTO,VILLA BONITA,200,200,CALLE,SAN ARMANDO,NA,NA,"144,,,",CALLE,J MARIO PANI,3,22,59,24,10:59 p. m.,4,NO,Falso,Falso,9,ninguna,CONOCIDO,ND,H,M,3,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,2500,2500,Verdadero,1,10,0,-102.25946,21.9069559,1385
251412914,0,50107,ROBO A CASA,7,21/07/2025,30,1,5,COLONIA,EL TORITO,1071,1071,CALLE,SOR JUANA INES DE LA CRUZ,NA,NA,"316,,,",CALLE,CRISTOBAL COLON,7,0,0,15,19:00-05:59,4,NO,Falso,Falso,9,ninguna,PRIMA,ND,M,M,5,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,2500,2500,Falso,1,2,0,-102.3549,21.9703284,1386
251416301,0,50107,ROBO A CASA,7,21/07/2025,30,1,7,COLONIA,ZONA CENTRO,1166,1166,BOULEVARD,MOTOLINEA ORIENTE,NA,NA,"103,,,",CALLE,MORELOS,7,0,0,7,00:00-18:59,4,NO,Falso,Falso,9,ninguna,AMIGO,ND,H,H,4,0,N,N,0,0,Falso,0,N,N,NO,"12,21,28,29","ropa, vehiculo, dinero, cartera",1500,5000,Falso,1,1,0,-102.32024,22.2317891,1387
251426474,0,50107,ROBO A CASA,7,23/07/2025,30,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,CELIA MARIA MARTINEZ,NA,NA,"603,C,,",CALLE,REFUGIO CARDONA,3,9,56,20,08:56 a. m.,4,NO,Falso,Falso,9,ninguna,CONOCIDO,ND,H,H,3,1,ND,ND,0,0,Falso,0,N,N,NO,"3,28","celular, dinero",10000,10000,Falso,1,4,0,-102.25046,21.9294802,1388
251460514,0,50107,ROBO A CASA,7,28/07/2025,31,1,1,FRACCIONAMIENTO,TROJES DEL COBANO,229,229,CALLE,LAGO AZUL,NA,NA,"101,,,",CALLE,TAMARINDO,3,0,0,5,00:00-05:59,4,NO,Falso,Falso,9,ninguna,AMIGO,JULIO SOTELO HERNANDEZ EL JUNIOR,H,H,4,0,N,N,0,0,Falso,0,N,N,NO,"1,3,11","pantalla, celular, herramienta",0,12000,Falso,1,1,0,-102.27939,21.9099922,1389
251462237,0,50107,ROBO A CASA,7,25/07/2025,30,5,1,,CUMBRES III,674,674,CALLE,PRIMERO DE MAYO,NA,NA,",,,",CALLE,DOS DE ABRIL,3,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,EXPAREJA,ND,H,M,5,0,N,N,0,0,Falso,0,N,N,NO,"3,40","celular, tarjetas",0,3200,Falso,1,1,0,-102.23105,21.92215,1390
251468102,0,30411,ROBO A CASA,7,29/07/2025,31,8,5,COLONIA,LA LOMA,894,894,CALLE,CUMBRES,NA,NA,",,,",CALLE,PEDRO DE LUNA,7,0,0,27,sin datos,4,TERRENO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,46,accesorios de vehiculo,0,0,Falso,1,2,0,-102.34719,21.9492885,1391
251472553,0,50102,ROBO A CASA,7,30/07/2025,31,3,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SAN PATRICIO,NA,NA,"104,,,",AVENIDA,POLIDUCTO,4,1,9,25,01:09 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,38,otros,0,0,Falso,1,2,0,-102.24666,21.8981875,1392
251480288,0,30414,ROBO A CASA,7,31/07/2025,31,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,CERRO EL TENAYO,NA,NA,"917,A,,",CALLE,FRANCISCO DE J HERRERA L,3,10,30,20,10:30 a. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,N,8,0,N,N,0,0,Falso,0,MOTOCICLETA,N,NO,19,material de construccion,0,6000,Falso,"1,23",1,4553,-102.2566,21.943052,1393
251485092,0,30414,ROBO A CASA,7,31/07/2025,31,4,1,CONDOMINIO,HACIENDA SAN MARCOS,635,635,AVENIDA,HACIENDA SANTORAL,NA,NA,"134,,30,E",AVENIDA,FERROCARRIL,5,0,0,27,sin datos,3,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"12,28","ropa, dinero",0,0,Falso,1,1,0,-102.27593,21.8056582,1394
251485163,0,30414,ROBO A CASA,8,01/08/2025,31,5,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,416,AVENIDA,JOSE E FEMAT GUTIERREZ,NA,NA,"1204,,,",AVENIDA,VILLAS DEL RIO,3,0,0,19,08:40 a. m.,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,1,herramienta,0,20000,Falso,1,1,0,-102.2424,21.9384238,1395
251486395,0,30414,ROBO A CASA,8,01/08/2025,31,8,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,930,CALLE,PASEOS DE AMARILLAS,NA,NA,"223,,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,0,0,1,dias solo,3,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"1,5,21,30","pantalla, equipo de sonido, vehiculo, llaves",0,0,Falso,1,1,0,-102.294,21.9679953,1396
251487190,0,30414,ROBO A CASA,8,01/08/2025,31,5,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,93,ANDADOR,CHICHEN ITZA,NA,NA,",,,F",ANDADOR,CUARTO PALENQUE,5,0,0,2,06:00-11:20,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,"5,6,15,28","equipo de sonido, tecnologia, joyeria, dinero",0,50000,Verdadero,1,1,0,-102.25513,21.8642859,1397
251487735,0,30414,ROBO A CASA,8,01/08/2025,31,5,6,CASA DE CAMPO,GRANJA SIN NOMBRE,1150R,0,CARRETERA,113,NA,NA,",,,",N,N,7,0,0,18,dia solo,4,CONSTRUCCION,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,28,0,-102.22263,22.122283,1398
251478576,0,50305,ROBO A CASA,7,30/07/2025,31,3,1,FRACCIONAMIENTO,PROGRESO,209,209,AVENIDA,AGUSTIN MEJIA,NA,NA,"204,,,",CALLE,JOSE CALVILLO,3,0,0,3,12:00-18:59,9,SOLA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,2,0,-102.26764,21.9053138,1399
251486853,0,50102,ROBO A CASA,8,01/08/2025,31,5,1,FRACCIONAMIENTO,COLINAS DEL PONIENTE,664,664,CALLE,RIO SANTIAGO,NA,NA,"112,,,",CALLE,RIO EUFRATES,6,10,0,20,10:00 a. m.,9,NO,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NO,23,"computo, celular",0,0,Falso,1,1,0,-102.32211,21.8917883,1400
251488136,0,50107,ROBO A CASA,8,01/08/2025,31,5,1,FRACCIONAMIENTO,VILLA DE LA LOMA,336,336,CALLE,LOMA DEL HALCON,NA,NA,"432,,,",CALLE,LOMA DEL PUMA,3,0,0,21,12:00-15:30,4,NO,Falso,Falso,9,ninguna,EMPLEADO,ND,H,M,2,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,3200,Falso,1,2,0,-102.2476,21.9112019,1401
251488588,0,30414,ROBO A CASA,8,01/08/2025,31,5,1,FRACCIONAMIENTO,MEXICO,624,624,CALLE,SINALOA,NA,NA,"145,,,",AVENIDA,AGUASCALIENTES SUR,5,0,0,27,sin datos,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,28,dinero,1000000,1000000,Falso,1,23,0,-102.28167,21.8605161,1402
251492995,0,30414,ROBO A CASA,8,02/08/2025,31,6,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,VIRGINIA IBARRA MORA,NA,NA,"105,,,",CALLE,ALICIA DIAZ DE LEON,4,4,11,26,04:11 a. m.,1,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,11,herramienta,0,0,Falso,1,1,0,-102.25218,21.8998484,1403
251494653,0,30414,ROBO A CASA,8,02/08/2025,31,6,7,FRACCIONAMIENTO,VALLE REAL,1155R,0,CALLE,REAL DE ANGELES,NA,NA,"314,,,",PROLONGACION,HEROICO COLEGIO MILITAR,7,0,0,21,12:30 p. m.,4,NO,Falso,Falso,9,ninguna,1 HOMBRE,JUSTIN RICARDO DELGADO MENDEZ,ND,M,8,0,N,N,0,0,Falso,0,N,N,NO,3,celular,0,11000,Falso,1,2,0,-102.3162,22.2332765,1404
251497512,0,30414,ROBO A CASA,7,25/07/2025,30,8,11,FRACCIONAMIENTO,HIDALGO,1304,1304,CALLE,RAFAEL IRIARTE,NA,NA,"413,,,",CALLE,CARLOS SALINAS DE GORTARI,7,0,0,1,dias solo,4,SOLA,Falso,Falso,9,ninguna,HOMBRES,EL CODA,H,M,11,0,N,N,0,0,Falso,0,N,N,NO,"5,11","equipo de sonido, herramienta",0,90000,Falso,1,1,0,-102.26794,22.0685919,1405
251501308,0,50107,ROBO A CASA,8,03/08/2025,31,7,1,FRACCIONAMIENTO,VILLA DE LA LOMA,336,336,CALLE,LOMA DEL HALCON,NA,NA,"114,,,",CALLE,LOMA DEL AGUILA,3,0,0,26,03:20 a. m.,9,NO,Falso,Falso,9,ninguna,AMIGOS DEL HERMANO,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,NO,13,"pantalla, celular",0,43000,Falso,1,2,0,-102.24703,21.9111655,1406
251509893,0,30414,ROBO A CASA,8,04/08/2025,32,1,5,LOCALIDAD,EL AURERO,1035,1035,CALLE,OTTO GRANADOS ROLDAN,NA,NA,"314,,,",CALLE,SAN FELIPE,7,0,0,5,00:00-05:59,4,NO,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,"6,11,21,31","tecnologia, herramienta, vehiculo, mochila",0,0,Falso,1,1,0,-102.3198,22.0134045,1407
64140194,0,30414,ROBO A CASA,7,06/07/2025,27,8,6,BARRIO,PALO ALTO,1128,1128,CALLE,INDEPENDENCIA SUR,NA,NA,"67,,,",CALLE,VICENTE GUERRERO,7,0,0,1,dias solo,8,DESHABITADA,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NO,39,sin datos,0,0,Falso,1,1,0,-102.27277,22.1434406,1408
64140195,0,30414,ROBO A CASA,7,13/07/2025,28,7,6,RANCHO,RANCHO SAN ISIDRO,1136R,0,CARRETERA,11,ND,NA,",,,",N,N,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,M,8,0,N,N,0,0,Falso,0,BICICLETA,N,NO,"10,11","acabados, herramienta",0,0,Falso,1,1,0,-102.23627,22.1081889,1409
64140196,0,30414,ROBO A CASA,7,15/07/2025,29,2,6,RANCHO,QUINTA LOS NOGALES,1148,1148,TERRACERIA,N,ND,NA,",,,",N,N,7,0,0,27,sin datos,9,NO,Falso,Falso,9,ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,NO,"21,28","vehiculo, dinero",2000,2000,Falso,1,1,0,-102.26255,22.1382168,1410
